geometry,sensor_count,mean_rmse_m,std_rmse_m,mean_error_m,max_error_m,mean_condition_number
G1_corner_coverage,4,0.7778564145924054,0.07840074402877485,0.6681668602528716,2.1015103415380687,2.9989740282765167
G2_task_oriented,4,2.4086069074351215,1.0185433051642454,1.723755484681109,8.545344682849143,34.948571285513324
G3_poor_same_wall,4,14.371212330104015,0.014144149590789551,13.820289629731485,23.669723485015247,45.80194079091604
