geometry,sensor_count,single_run_rmse_m,single_run_mean_error_m,single_run_max_error_m,mean_nlos_anchor_count,mean_rmse_m,std_rmse_m,mean_error_m,max_error_m,mean_condition_number
G1_corner_coverage,4,0.799022162781409,0.7060383420199247,1.9584962589563972,3.2672413793103448,0.824690341928821,0.07652974761098415,0.716236655820993,2.1126878250559695,3.6660501056510415
G2_task_oriented,4,1.1870125342157236,1.0099930099440393,3.0452517791411045,2.7586206896551726,1.8350507502714186,1.0605923013130665,1.3972151506855355,5.977757621741539,35.20343840063878
G3_poor_same_wall,4,14.592874878218465,14.271923168119871,23.9225693359162,3.8620689655172415,14.604387536518493,0.015578932769591578,14.284861511252867,23.64264868134972,51.801271563382436
